symbol,name,raw_name,market,sector,theme,enabled,resolved,note
,중부발전,중부발전,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,남부발전,남부발전,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,네이버클라우드,네이버클라우드,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,포스코건설,포스코건설,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,포스코에너지,포스코에너지,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,퀀텀에너지연구소,퀀텀에너지연구소,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,퀀텀테크코리아,퀀텀테크코리아,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,삼양컴텍,삼양컴텍,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,SK에코플랜트,SK에코플랜트,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,SK E&S,SK E&S,GLOBAL_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,유콘시스템,유콘시스템,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
ASML,ASML,ASML,US,Semiconductor Equipment,Semiconductor,true,seeded,verify_with_toss_stock_info_before_live
STLA,Stellantis,Stellantis,US,Auto,EV/Auto,true,seeded,verify_with_toss_stock_info_before_live
,로사톰,로사톰,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,사브,사브,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
AZN,AstraZeneca,AstraZeneca,US,Healthcare,Pharma,true,seeded,verify_with_toss_stock_info_before_live;country_exposure=United_Kingdom
,BAE Systems,BAE Systems,GLOBAL_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
BCS,Barclays,바클레이즈,US,Financial,Bank,true,seeded,verify_with_toss_stock_info_before_live;country_exposure=United_Kingdom
HSBC,HSBC,HSBC,US,Financial,Bank,true,seeded,verify_with_toss_stock_info_before_live;country_exposure=United_Kingdom
AAPL,Apple,Apple,US,Technology,Big Tech,true,seeded,verify_with_toss_stock_info_before_live
AI,C3.ai,C3.ai,US,Software,AI Software,true,seeded,verify_with_toss_stock_info_before_live
AMAT,Applied Materials,Applied Materials,US,Semiconductor Equipment,Semiconductor,true,seeded,verify_with_toss_stock_info_before_live
AMD,Advanced Micro Devices,AMD,US,Semiconductor,AI Semiconductor,true,seeded,verify_with_toss_stock_info_before_live
AMGN,Amgen,Amgen,US,Healthcare,Biotech,true,seeded,verify_with_toss_stock_info_before_live
AMZN,Amazon,Amazon,US,Technology,Big Tech,true,seeded,verify_with_toss_stock_info_before_live
ASTS,AST SpaceMobile,AST 스페이스모바일,US,Space,Space,true,seeded,verify_with_toss_stock_info_before_live
AUR,Aurora Innovation,Aurora Innovation,US,Autonomous Driving,Autonomous,true,seeded,verify_with_toss_stock_info_before_live
AVAV,AeroVironment,AeroVironment,US,Defense,Drone,true,seeded,verify_with_toss_stock_info_before_live
AVGO,Broadcom,Broadcom,US,Semiconductor,AI Semiconductor,true,seeded,verify_with_toss_stock_info_before_live
BA,Boeing,보잉,US,Aerospace,Aerospace/Defense,true,seeded,verify_with_toss_stock_info_before_live
BABA,Alibaba,Alibaba,US,Internet,China Tech,true,seeded,verify_with_toss_stock_info_before_live;country_exposure=China
BAC,Bank of America,뱅크오브아메리카,US,Financial,Bank,true,seeded,verify_with_toss_stock_info_before_live
BE,Bloom Energy,Bloom Energy,US,Energy,Hydrogen,true,seeded,verify_with_toss_stock_info_before_live
,Boston Dynamics,Boston Dynamics,GLOBAL_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,씨티그룹,씨티그룹,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,카메코,카메코,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,코브라케이블,코브라케이블,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
CSCO,Cisco,Cisco,US,Networking,Network Infrastructure,true,seeded,verify_with_toss_stock_info_before_live
CSIQ,Canadian Solar,Canadian Solar,US,Solar,Renewable Energy,true,seeded,verify_with_toss_stock_info_before_live
,케이블&와이어즈,케이블&와이어즈,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
DELL,Dell Technologies,Dell,US,Hardware,AI Infrastructure,true,seeded,verify_with_toss_stock_info_before_live
DUK,Duke Energy,듀크에너지,US,Utilities,Power Grid,true,seeded,verify_with_toss_stock_info_before_live
,엘빗시스템즈,엘빗시스템즈,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
F,Ford,Ford,US,Auto,EV/Auto,true,seeded,verify_with_toss_stock_info_before_live
,Figure AI,Figure AI,GLOBAL_CANDIDATE,,AI Semiconductor,false,unresolved,symbol_required_before_live_trading
,파이어플라이 에어로스페이스,파이어플라이 에어로스페이스,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
FSLR,First Solar,First Solar,US,Solar,Renewable Energy,true,seeded,verify_with_toss_stock_info_before_live
GD,General Dynamics,제너럴 다이내믹스,US,Defense,Aerospace/Defense,true,seeded,verify_with_toss_stock_info_before_live
GEV,GE Vernova,GE Vernova,US,Energy,Power Grid,true,seeded,verify_with_toss_stock_info_before_live
GILD,Gilead Sciences,Gilead Sciences,US,Healthcare,Biotech,true,seeded,verify_with_toss_stock_info_before_live
GM,General Motors,General Motors,US,Auto,EV/Auto,true,seeded,verify_with_toss_stock_info_before_live
GOOGL,Alphabet,Alphabet,US,Technology,Big Tech,true,seeded,verify_with_toss_stock_info_before_live
GS,Goldman Sachs,골드만삭스,US,Financial,Bank,true,seeded,verify_with_toss_stock_info_before_live
GSAT,Globalstar,글로벌스타,US,Satellite,Space,true,seeded,verify_with_toss_stock_info_before_live
,헬리오스와이어,헬리오스와이어,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
HON,Honeywell,Honeywell,US,Industrial,Aerospace/Industrial,true,seeded,verify_with_toss_stock_info_before_live
HPQ,HP,HP,US,Hardware,PC/Hardware,true,seeded,verify_with_toss_stock_info_before_live
IBM,IBM,IBM,US,Technology,Enterprise AI,true,seeded,verify_with_toss_stock_info_before_live
INTC,Intel,Intel,US,Semiconductor,AI Semiconductor,true,seeded,verify_with_toss_stock_info_before_live
IONQ,IonQ,IonQ,US,Quantum,Quantum Computing,true,seeded,verify_with_toss_stock_info_before_live
IRBT,iRobot,iRobot,US,Robotics,Robotics,false,toss_unverified,toss_stock_and_price_unavailable_2026-07-15;exclude_from_execution_until_reverified
ISRG,Intuitive Surgical,Intuitive Surgical,US,Healthcare,Medical Robot,true,seeded,verify_with_toss_stock_info_before_live
JNJ,Johnson & Johnson,Johnson & Johnson,US,Healthcare,Pharma,true,seeded,verify_with_toss_stock_info_before_live
JPM,JPMorgan Chase,JP모건체이스,US,Financial,Bank,true,seeded,verify_with_toss_stock_info_before_live
KEP,KEPCO ADR,KEPCO ADR,US,Utilities,Power,true,seeded,verify_with_toss_stock_info_before_live
,카르만 홀딩스,카르만 홀딩스,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
KTOS,Kratos Defense,Kratos Defense,US,Defense,Drone/Defense,true,seeded,verify_with_toss_stock_info_before_live
LCID,Lucid,Lucid,US,EV,EV,true,seeded,verify_with_toss_stock_info_before_live
LLY,Eli Lilly,Eli Lilly,US,Healthcare,Pharma,true,seeded,verify_with_toss_stock_info_before_live
LMT,Lockheed Martin,록히드마틴,US,Defense,Aerospace/Defense,true,seeded,verify_with_toss_stock_info_before_live
LRCX,Lam Research,Lam Research,US,Semiconductor Equipment,Semiconductor,true,seeded,verify_with_toss_stock_info_before_live
LUNR,Intuitive Machines,인튜이티브 머신스,US,Space,Space,true,seeded,verify_with_toss_stock_info_before_live
MBLY,Mobileye,Mobileye,US,Autonomous Driving,Autonomous,true,seeded,verify_with_toss_stock_info_before_live
META,Meta Platforms,Meta,US,Technology,Big Tech,true,seeded,verify_with_toss_stock_info_before_live
MRNA,Moderna,Moderna,US,Healthcare,Biotech,true,seeded,verify_with_toss_stock_info_before_live
MS,Morgan Stanley,모건스탠리,US,Financial,Bank,true,seeded,verify_with_toss_stock_info_before_live
MSFT,Microsoft,Microsoft,US,Technology,AI Software,true,seeded,verify_with_toss_stock_info_before_live
MU,Micron,Micron,US,Semiconductor,Memory/HBM,true,seeded,verify_with_toss_stock_info_before_live
NEE,NextEra Energy,넥스트에라에너지,US,Utilities,Renewable Energy,true,seeded,verify_with_toss_stock_info_before_live
NOC,Northrop Grumman,노스럽그루먼,US,Defense,Aerospace/Defense,true,seeded,verify_with_toss_stock_info_before_live
NVDA,NVIDIA,NVIDIA,US,Semiconductor,AI Semiconductor,true,seeded,verify_with_toss_stock_info_before_live
ORCL,Oracle,Oracle,US,Software,Cloud/AI,true,seeded,verify_with_toss_stock_info_before_live
PCG,PG&E,PG&E,US,Utilities,Power Grid,true,seeded,verify_with_toss_stock_info_before_live
PFE,Pfizer,Pfizer,US,Healthcare,Pharma,true,seeded,verify_with_toss_stock_info_before_live
PL,Planet Labs,플래닛 랩스,US,Space,Satellite,true,seeded,verify_with_toss_stock_info_before_live
PLTR,Palantir,Palantir,US,Software,Defense AI,true,seeded,verify_with_toss_stock_info_before_live
PLUG,Plug Power,Plug Power,US,Hydrogen,Hydrogen,true,seeded,verify_with_toss_stock_info_before_live
QBTS,D-Wave Quantum,D-Wave Quantum,US,Quantum,Quantum Computing,true,seeded,verify_with_toss_stock_info_before_live
QCOM,Qualcomm,Qualcomm,US,Semiconductor,AI Edge,true,seeded,verify_with_toss_stock_info_before_live
RDW,Redwire,레드와이어,US,Space,Space,true,seeded,verify_with_toss_stock_info_before_live
,RealSense,RealSense,GLOBAL_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
RGTI,Rigetti Computing,Rigetti Computing,US,Quantum,Quantum Computing,true,seeded,verify_with_toss_stock_info_before_live
RIVN,Rivian,Rivian,US,EV,EV,true,seeded,verify_with_toss_stock_info_before_live
RKLB,Rocket Lab,로켓랩,US,Space,Space,true,seeded,verify_with_toss_stock_info_before_live
RTX,RTX,레이시온 테크놀로지스,US,Defense,Aerospace/Defense,true,seeded,verify_with_toss_stock_info_before_live
SATS,EchoStar,에코스타,US,Satellite,Satellite,false,toss_unverified,toss_stock_and_price_unavailable_2026-07-15;exclude_from_execution_until_reverified
,사우스와이어,사우스와이어,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
TER,Teradyne,Teradyne,US,Semiconductor Equipment,Robotics/Semiconductor,true,seeded,verify_with_toss_stock_info_before_live
TSLA,Tesla,Tesla,US,EV,EV/AI,true,seeded,verify_with_toss_stock_info_before_live
TSM,Taiwan Semiconductor Manufacturing,TSMC,US,Semiconductor,AI Semiconductor,true,seeded,verify_with_toss_stock_info_before_live;country_exposure=Taiwan
,보이저 스페이스,보이저 스페이스,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
,웨스팅하우스,웨스팅하우스,KR_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
WFC,Wells Fargo,웰스파고,US,Financial,Bank,true,seeded,verify_with_toss_stock_info_before_live
,Zapata Computing,Zapata Computing,GLOBAL_CANDIDATE,,Watchlist,false,unresolved,symbol_required_before_live_trading
7203.T,Toyota Motor,Toyota Motor,JP,Automotive,Autonomous Driving,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
7267.T,Honda Motor,Honda Motor,JP,Automotive,Autonomous Driving,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
6758.T,Sony Group,Sony Group,JP,Technology,AI,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
9984.T,SoftBank Group,SoftBank Group,JP,Technology,AI,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
6861.T,Keyence,Keyence,JP,Industrial Automation,Robotics,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
6501.T,Hitachi,Hitachi,JP,Technology,AI,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
6954.T,FANUC,FANUC,JP,Industrial Automation,Robotics,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
6594.T,Nidec,Nidec,JP,Industrial Automation,Robotics,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
8035.T,Tokyo Electron,Tokyo Electron,JP,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
6857.T,Advantest,Advantest,JP,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
6723.T,Renesas Electronics,Renesas Electronics,JP,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
4063.T,Shin-Etsu Chemical,Shin-Etsu Chemical,JP,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
7011.T,Mitsubishi Heavy Industries,Mitsubishi Heavy Industries,JP,Defense,Defense,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
7012.T,Kawasaki Heavy Industries,Kawasaki Heavy Industries,JP,Aerospace,Aerospace,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
7013.T,IHI,IHI,JP,Aerospace,Aerospace,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
4502.T,Takeda Pharmaceutical,Takeda Pharmaceutical,JP,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
4519.T,Chugai Pharmaceutical,Chugai Pharmaceutical,JP,Healthcare,Biotech,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
4568.T,Daiichi Sankyo,Daiichi Sankyo,JP,Healthcare,Biotech,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
7741.T,HOYA,HOYA,JP,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
8306.T,Mitsubishi UFJ Financial Group,Mitsubishi UFJ Financial Group,JP,Financial,Bank,false,unresolved,seed_candidate;country=Japan;verify_with_toss_stock_info_before_live;country_market=JP;research_only;current_toss_live_support=KR_US_only
